season_id,team_id,treatment,dimension,prior_mean,prior_sd,prior_source,premier_league_value,realized_entry,realized_entry_variance,squared_error,log_score,first_ten_points
2024-2025,burnley,generic,defense,0.05313659245986046,0.10648224964320208,Premier League relegation bridge,-0.23638680964509165,0.8946544369152245,0.16964522869016857,0.7081522825368023,2.0206623532145565,21
2024-2025,burnley,mapped,attack,0.12519672552463923,0.09955249358268754,Premier League relegation bridge,-0.35382055050985506,0.17015875119880436,0.05941826694718411,0.0020215837527242844,-0.4009280601106206,21
2024-2025,burnley,mapped,defense,0.038237459754086045,0.10017494186333707,Premier League relegation bridge,-0.23638680964509165,0.8946544369152245,0.16964522869016857,0.7334500387698221,2.1016371599816153,21
2024-2025,luton-town,retained,attack,0.061834598439267044,0.12259197207840172,previous league state,-0.12190212011460652,-0.09819722582692916,0.08265694312415613,0.02561018477796671,-0.11297676898837442,11
2024-2025,luton-town,retained,defense,-0.027330314825436776,0.07787552206105518,previous league state,-0.32988418972163147,-0.2528674440402564,0.06350362495815372,0.05086699665446225,-0.048194417049800375,11
2024-2025,luton-town,generic,attack,0.11555292254295264,0.10589689666994144,Premier League relegation bridge,-0.12190212011460652,-0.09819722582692916,0.08265694312415613,0.045689125928146494,-0.020616854536869178,11
2024-2025,luton-town,generic,defense,0.05313659245986046,0.10648224964320208,Premier League relegation bridge,-0.32988418972163147,-0.2528674440402564,0.06350362495815372,0.09363847035436486,0.24832469325863848,11
2024-2025,luton-town,mapped,attack,0.11892167523219342,0.10032000431142585,Premier League relegation bridge,-0.12190212011460652,-0.09819722582692916,0.08265694312415613,0.04714061719712106,-0.015934692371460557,11
2024-2025,luton-town,mapped,defense,0.0942786598986067,0.1009377197277431,Premier League relegation bridge,-0.32988418972163147,-0.2528674440402564,0.06350362495815372,0.12051041747993196,0.43267063124148064,11
2024-2025,sheffield-united,retained,attack,0.15858042914641868,0.12273229283236751,previous league state,-0.4809296769845155,-0.0457870776206598,0.07665309835659098,0.04176607782219187,-0.04789732079398659,21
2024-2025,sheffield-united,retained,defense,-0.014105705518453767,0.07787752641771739,previous league state,-0.5161575348772568,0.7409435210854786,0.14834718565316987,0.5700993345951965,1.830905372533753,21
2024-2025,sheffield-united,generic,attack,0.11555292254295264,0.10589689666994144,Premier League relegation bridge,-0.4809296769845155,-0.0457870776206598,0.07665309835659098,0.02603059565279446,-0.14890096463502805,21
2024-2025,sheffield-united,generic,defense,0.05313659245986046,0.10648224964320208,Premier League relegation bridge,-0.5161575348772568,0.7409435210854786,0.14834718565316987,0.4730783710654061,1.4829446219140354,21
2024-2025,sheffield-united,mapped,attack,0.01832492464919122,0.10786632954674727,Premier League relegation bridge,-0.4809296769845155,-0.0457870776206598,0.07665309835659098,0.004110348835049382,-0.2713576210038001,21
2024-2025,sheffield-united,mapped,defense,0.11783358519087396,0.10844106716866724,Premier League relegation bridge,-0.5161575348772568,0.7409435210854786,0.14834718565316987,0.3882659922105783,1.2155039717236937,21
2025-2026,ipswich-town,retained,attack,0.14245732524890267,0.12378273493617672,previous league state,-0.36009859084003026,0.22712773856160823,0.059620080831298425,0.007169078890544386,-0.32874953124537826,13
2025-2026,ipswich-town,retained,defense,0.03709715570451975,0.07785236210979701,previous league state,-0.3876063883131613,-0.0015981563811525267,0.07143672621856105,0.001497327177407575,-0.3501544105736284,13
2025-2026,ipswich-town,generic,attack,0.11791509949581551,0.11117229192038972,Premier League relegation bridge,-0.36009859084003026,0.22712773856160823,0.059620080831298425,0.011927400531715114,-0.3138964830586052,13
2025-2026,ipswich-town,generic,defense,0.044669895010175514,0.11172041522341519,Premier League relegation bridge,-0.3876063883131613,-0.0015981563811525267,0.07143672621856105,0.002140732579550573,-0.3072631034475934,13
2025-2026,ipswich-town,mapped,attack,0.08451695796661601,0.10779015667083197,Premier League relegation bridge,-0.36009859084003026,0.22712773856160823,0.059620080831298425,0.02033783474191301,-0.2591762201882515,13
2025-2026,ipswich-town,mapped,defense,0.0708165926799777,0.10835481647666037,Premier League relegation bridge,-0.3876063883131613,-0.0015981563811525267,0.07143672621856105,0.005243895881586461,-0.29292838737227794,13
2025-2026,leicester-city,retained,attack,0.23221808180457176,0.1248547155850588,previous league state,-0.4426100343339173,0.07046398783862584,0.06698131805204229,0.026164386914744063,-0.16967821238507136,17
2025-2026,leicester-city,retained,defense,0.01076983265063431,0.07795494708038711,previous league state,-0.36058200705202503,0.2435223795868801,0.09762266952164649,0.05417374810530931,0.04701531558626193,17
2025-2026,leicester-city,generic,attack,0.11791509949581551,0.11117229192038972,Premier League relegation bridge,-0.4426100343339173,0.07046398783862584,0.06698131805204229,0.002251607997503081,-0.333874631735264,17
2025-2026,leicester-city,generic,defense,0.044669895010175514,0.11172041522341519,Premier League relegation bridge,-0.36058200705202503,0.2435223795868801,0.09762266952164649,0.03954231062232854,-0.004658066008439016,17
2025-2026,leicester-city,mapped,attack,0.08373943979565167,0.10798052082369504,Premier League relegation bridge,-0.4426100343339173,0.07046398783862584,0.06698131805204229,0.00017623762466330086,-0.3513712866236703,17
2025-2026,leicester-city,mapped,defense,0.05493531904500608,0.10854419033704515,Premier League relegation bridge,-0.36058200705202503,0.2435223795868801,0.09762266952164649,0.03556507940382446,-0.02487368080543262,17
2025-2026,southampton,retained,attack,0.11430414578204587,0.12422908772636335,previous league state,-0.6536107678620632,-0.12281732319944624,0.08248907604062457,0.05622659105194073,0.044245259684469546,12
2025-2026,southampton,retained,defense,0.04185440831237729,0.07784743860011648,previous league state,-0.42594439713547516,0.12038274386225016,0.07621728874241894,0.006166699484233428,-0.2924151910042457,12
2025-2026,southampton,generic,attack,0.11791509949581551,0.11117229192038972,Premier League relegation bridge,-0.6536107678620632,-0.12281732319944624,0.08248907604062457,0.05795209933673017,0.04669927475039204,12
2025-2026,southampton,generic,defense,0.044669895010175514,0.11172041522341519,Premier League relegation bridge,-0.42594439713547516,0.12038274386225016,0.07621728874241894,0.005732435481297101,-0.26000218964954147,12
2025-2026,southampton,mapped,attack,0.04417394638216332,0.1146307196683957,Premier League relegation bridge,-0.6536107678620632,-0.12281732319944624,0.08248907604062457,0.027886084116477798,-0.10889652501408684,12
2025-2026,southampton,mapped,defense,0.051900451321853225,0.11516184381236075,Premier League relegation bridge,-0.42594439713547516,0.12038274386225016,0.07621728874241894,0.004689824391588506,-0.2617279865423329,12
